axle_loc,axle_id
-306036,13
-305916,13
-305652,14
-305484,14
-305436,3
-305076,3
-304908,5
-304836,14
-304668,14
-304704,12
-304608,12
-304308,1
-304140,1
-303972,2
-303948,4
-303684,4
-303516,6
-303720,10
-303660,10
-303480,11
-303636,14
-303468,14
-303624,14
-303456,14
-303372,3
-303012,3
-302844,5
-303264,14
-303096,14
-302832,14
-302664,14
-302604,7
-302532,7
-302256,8
-302184,8
-301992,9
-302100,13
-301980,13
-301656,3
-301296,3
-301128,5
-301308,7
-301236,7
-300960,8
-300888,8
-300696,9
-301200,14
-301032,14
-300624,13
-300504,13
-300468,14
-300300,14
-299916,12
-299820,12
-299784,1
-299616,1
-299448,2
-299556,13
-299436,13
-299508,14
-299340,14
-299124,12
-299028,12
-299016,13
-298896,13
-298992,12
-298896,12
-298560,7
-298488,7
-298212,8
-298140,8
-297948,9
-298356,12
-298260,12
-297960,3
-297600,3
-297432,5
-297732,12
-297636,12
-297360,1
-297192,1
-297024,2
-297348,4
-297084,4
-296916,6
-296796,1
-296628,1
-296460,2
-296316,1
-296148,1
-295980,2
-295872,13
-295752,13
-295380,12
-295284,12
-295152,4
-294888,4
-294720,6
-294780,14
-294612,14
-294432,1
-294264,1
-294096,2
-294108,7
-294036,7
-293760,8
-293688,8
-293496,9
-293940,7
-293868,7
-293592,8
-293520,8
-293328,9
-293796,13
-293676,13
-293520,13
-293400,13
-293388,3
-293028,3
-292860,5
-292908,7
-292836,7
-292560,8
-292488,8
-292296,9
-292320,7
-292248,7
-291972,8
-291900,8
-291708,9
-292308,12
-292212,12
-291984,12
-291888,12
-291936,13
-291816,13
-291456,4
-291192,4
-291024,6
-290868,12
-290772,12
-290832,12
-290736,12
-290268,3
-289908,3
-289740,5
-290256,1
-290088,1
-289920,2
-289848,7
-289776,7
-289500,8
-289428,8
-289236,9
-289380,14
-289212,14
-289056,4
-288792,4
-288624,6
-288528,10
-288468,10
-288288,11
-287988,3
-287628,3
-287460,5
-287616,13
-287496,13
-287532,4
-287268,4
-287100,6
-287400,10
-287340,10
-287160,11
-287292,12
-287196,12
-287268,14
-287100,14
-287208,14
-287040,14
-286836,10
-286776,10
-286596,11
-286272,3
-285912,3
-285744,5
-286056,3
-285696,3
-285528,5
-285804,4
-285540,4
-285372,6
-285216,13
-285096,13
-284652,4
-284388,4
-284220,6
-284244,13
-284124,13
-283656,3
-283296,3
-283128,5
-283200,14
-283032,14
-282996,4
-282732,4
-282564,6
-282600,3
-282240,3
-282072,5
-282456,4
-282192,4
-282024,6
-282276,10
-282216,10
-282036,11
-281868,7
-281796,7
-281520,8
-281448,8
-281256,9
-281556,4
-281292,4
-281124,6
-281304,13
-281184,13
-280944,10
-280884,10
-280704,11
-280488,10
-280428,10
-280248,11
-280140,14
-279972,14
-279804,4
-279540,4
-279372,6
-279456,13
-279336,13
-279144,13
-279024,13
-279096,7
-279024,7
-278748,8
-278676,8
-278484,9
-278664,10
-278604,10
-278424,11
-278064,1
-277896,1
-277728,2
-277848,1
-277680,1
-277512,2
-277260,10
-277200,10
-277020,11
-277056,13
-276936,13
-276528,14
-276360,14
-276252,3
-275892,3
-275724,5
-276000,10
-275940,10
-275760,11
-275868,7
-275796,7
-275520,8
-275448,8
-275256,9
-275796,1
-275628,1
-275460,2
-275616,4
-275352,4
-275184,6
-275184,3
-274824,3
-274656,5
-274716,13
-274596,13
-274296,4
-274032,4
-273864,6
-274296,10
-274236,10
-274056,11
-273792,3
-273432,3
-273264,5
-273240,10
-273180,10
-273000,11
-272772,4
-272508,4
-272340,6
-272748,12
-272652,12
-272520,12
-272424,12
-272100,12
-272004,12
-271668,7
-271596,7
-271320,8
-271248,8
-271056,9
-271536,1
-271368,1
-271200,2
-271380,3
-271020,3
-270852,5
-270972,14
-270804,14
-270684,3
-270324,3
-270156,5
-270312,13
-270192,13
-270168,10
-270108,10
-269928,11
-270060,14
-269892,14
-269568,1
-269400,1
-269232,2
-269112,7
-269040,7
-268764,8
-268692,8
-268500,9
-268548,1
-268380,1
-268212,2
-268488,14
-268320,14
-268380,1
-268212,1
-268044,2
-268320,13
-268200,13
-268032,13
-267912,13
-267912,13
-267792,13
-267372,1
-267204,1
-267036,2
-267312,7
-267240,7
-266964,8
-266892,8
-266700,9
-267288,4
-267024,4
-266856,6
-266952,13
-266832,13
-266484,7
-266412,7
-266136,8
-266064,8
-265872,9
-266292,14
-266124,14
-266184,3
-265824,3
-265656,5
-265980,4
-265716,4
-265548,6
-265848,3
-265488,3
-265320,5
-265536,3
-265176,3
-265008,5
-264996,13
-264876,13
-264624,10
-264564,10
-264384,11
-264564,10
-264504,10
-264324,11
-264324,3
-263964,3
-263796,5
-264288,13
-264168,13
-263988,10
-263928,10
-263748,11
-263724,4
-263460,4
-263292,6
-263124,10
-263064,10
-262884,11
-262632,7
-262560,7
-262284,8
-262212,8
-262020,9
-262344,1
-262176,1
-262008,2
-261804,3
-261444,3
-261276,5
-261720,1
-261552,1
-261384,2
-261480,3
-261120,3
-260952,5
-260928,3
-260568,3
-260400,5
-260376,7
-260304,7
-260028,8
-259956,8
-259764,9
-259944,1
-259776,1
-259608,2
-259572,14
-259404,14
-259368,14
-259200,14
-258804,7
-258732,7
-258456,8
-258384,8
-258192,9
-258732,7
-258660,7
-258384,8
-258312,8
-258120,9
-258288,4
-258024,4
-257856,6
-257904,14
-257736,14
-257400,4
-257136,4
-256968,6
-257160,1
-256992,1
-256824,2
-256716,13
-256596,13
-256212,7
-256140,7
-255864,8
-255792,8
-255600,9
-256020,3
-255660,3
-255492,5
-255684,7
-255612,7
-255336,8
-255264,8
-255072,9
-255096,1
-254928,1
-254760,2
-254772,3
-254412,3
-254244,5
-254568,14
-254400,14
-254196,14
-254028,14
-253980,10
-253920,10
-253740,11
-253524,1
-253356,1
-253188,2
-253272,3
-252912,3
-252744,5
-252972,4
-252708,4
-252540,6
