axle_loc,axle_id
-480,16
-600,16
-1056,13
-1116,13
-1296,14
-1680,7
-1944,7
-2112,9
-2436,13
-2496,13
-2676,14
-3084,15
-3180,15
-3732,7
-3996,7
-4164,9
-5064,10
-5136,10
-5412,11
-5484,11
-5676,12
-6192,13
-6252,13
-6432,14
-7392,10
-7464,10
-7740,11
-7812,11
-8004,12
-9204,15
-9300,15
-10380,7
-10644,7
-10812,9
-11268,4
-11436,4
-11604,5
-12144,4
-12312,4
-12480,5
-13092,4
-13260,4
-13428,5
-13956,15
-14052,15
-14496,13
-14556,13
-14736,14
-15864,16
-15984,16
-16404,4
-16572,4
-16740,5
-17052,10
-17124,10
-17400,11
-17472,11
-17664,12
-18324,13
-18384,13
-18564,14
-19140,6
-19500,6
-19668,8
-20544,13
-20604,13
-20784,14
-21636,10
-21708,10
-21984,11
-22056,11
-22248,12
-22848,15
-22944,15
-23304,13
-23364,13
-23544,14
-24660,6
-25020,6
-25188,8
-26316,4
-26484,4
-26652,5
-27492,6
-27852,6
-28020,8
-28476,15
-28572,15
-29652,6
-30012,6
-30180,8
-30960,6
-31320,6
-31488,8
-31968,13
-32028,13
-32208,14
-32592,15
-32688,15
-33204,15
-33300,15
-33924,4
-34092,4
-34260,5
