0,-0.57545
0.98425,-0.62765
1.9685,-0.67675
2.9528,-0.72247
3.937,-0.76457
4.9213,-0.80281
5.9055,-0.83701
6.8898,-0.86701
7.874,-0.89272
8.8583,-0.91405
9.8425,-0.93098
10.827,-0.94353
11.811,-0.95175
12.795,-0.95574
13.78,-0.95564
14.764,-0.95163
15.748,-0.94393
16.732,-0.93277
17.717,-0.91845
18.701,-0.90127
19.685,-0.88155
20.669,-0.85966
21.654,-0.83593
22.638,-0.81076
23.622,-0.78451
24.606,-0.75755
25.591,-0.73025
26.575,-0.70296
27.559,-0.67603
28.543,-0.64977
29.528,-0.62446
30.512,-0.60037
31.496,-0.57772
32.48,-0.55671
33.465,-0.53748
34.449,-0.52013
35.433,-0.50474
36.417,-0.49132
37.402,-0.47985
38.386,-0.47025
39.37,-0.46243
40.354,-0.45623
41.339,-0.45146
42.323,-0.44789
43.307,-0.44528
44.291,-0.44334
45.276,-0.44176
46.26,-0.44023
47.244,-0.43841
48.228,-0.43596
49.213,-0.43254
50.197,-0.42782
51.181,-0.42148
52.165,-0.41321
53.15,-0.40273
54.134,-0.38977
55.118,-0.37413
56.102,-0.35562
57.087,-0.33408
58.071,-0.30943
59.055,-0.2816
60.039,-0.2506
61.024,-0.21647
62.008,-0.1793
62.992,-0.13926
63.976,-0.096528
64.961,-0.051356
65.945,-0.0040355
66.929,0.045102
67.913,0.095683
68.898,0.1473
69.882,0.19953
70.866,0.25191
71.85,0.30395
72.835,0.35519
73.819,0.40511
74.803,0.45325
75.787,0.4991
76.772,0.54221
77.756,0.58214
78.74,0.61845
79.724,0.65077
80.709,0.67875
81.693,0.70208
82.677,0.72052
83.661,0.73384
84.646,0.7419
85.63,0.74461
86.614,0.74193
87.598,0.73388
88.583,0.72054
89.567,0.70205
90.551,0.6786
91.535,0.65044
92.52,0.61787
93.504,0.58123
94.488,0.54091
95.472,0.49735
96.457,0.45099
97.441,0.40232
98.425,0.35185
99.41,0.3001
100.39,0.2476
101.38,0.19488
102.36,0.14246
103.35,0.090872
104.33,0.040603
105.32,-0.0078671
106.3,-0.054086
107.28,-0.097637
108.27,-0.13814
109.25,-0.17524
110.24,-0.20866
111.22,-0.23813
112.2,-0.26345
113.19,-0.28446
114.17,-0.30104
115.16,-0.31315
116.14,-0.32077
117.13,-0.32392
118.11,-0.32269
119.09,-0.31718
120.08,-0.30756
121.06,-0.29402
122.05,-0.27676
123.03,-0.25604
124.02,-0.23212
125,-0.20529
125.98,-0.17583
126.97,-0.14405
127.95,-0.11025
128.94,-0.074741
129.92,-0.037807
130.91,0.00026159
131.89,0.039195
132.87,0.078738
133.86,0.11866
134.84,0.15874
135.83,0.19881
136.81,0.23869
137.8,0.27825
138.78,0.31739
139.76,0.35602
140.75,0.3941
141.73,0.4316
142.72,0.46851
143.7,0.50484
144.69,0.54065
145.67,0.57599
146.65,0.61092
147.64,0.64553
148.62,0.6799
149.61,0.71415
150.59,0.74835
151.57,0.78262
152.56,0.81703
153.54,0.85168
154.53,0.88665
155.51,0.92198
156.5,0.95772
157.48,0.99391
158.46,1.0306
159.45,1.0676
160.43,1.1051
161.42,1.1429
162.4,1.181
163.39,1.2192
164.37,1.2575
165.35,1.2957
166.34,1.3335
167.32,1.3709
168.31,1.4076
169.29,1.4433
170.28,1.478
171.26,1.5112
172.24,1.5428
173.23,1.5724
174.21,1.5999
175.2,1.6249
176.18,1.6473
177.17,1.6667
178.15,1.6829
179.13,1.6956
180.12,1.7047
181.1,1.71
182.09,1.7112
183.07,1.7082
184.06,1.701
185.04,1.6893
186.02,1.673
187.01,1.6522
187.99,1.6269
188.98,1.5969
189.96,1.5624
190.94,1.5234
191.93,1.4801
192.91,1.4324
193.9,1.3807
194.88,1.3251
195.87,1.2658
196.85,1.203
197.83,1.137
198.82,1.068
199.8,0.99647
200.79,0.92257
201.77,0.84669
202.76,0.76915
203.74,0.6903
204.72,0.6105
205.71,0.5301
206.69,0.44945
207.68,0.3689
208.66,0.28881
209.65,0.20949
210.63,0.13129
211.61,0.054497
212.6,-0.020582
213.58,-0.093678
214.57,-0.16454
215.55,-0.23293
216.54,-0.29865
217.52,-0.36151
218.5,-0.42137
219.49,-0.47809
220.47,-0.53157
221.46,-0.58174
222.44,-0.62854
223.43,-0.67196
224.41,-0.71201
225.39,-0.74869
226.38,-0.78207
227.36,-0.81222
228.35,-0.8392
229.33,-0.86313
230.32,-0.88412
231.3,-0.9023
232.28,-0.91779
233.27,-0.93072
234.25,-0.94125
235.24,-0.9495
236.22,-0.95561
237.2,-0.9597
238.19,-0.96191
239.17,-0.96234
240.16,-0.96108
241.14,-0.95824
242.13,-0.95387
243.11,-0.94805
244.09,-0.94081
245.08,-0.93219
246.06,-0.9222
247.05,-0.91085
248.03,-0.89814
249.02,-0.88403
250,-0.86852
250.98,-0.85157
251.97,-0.83315
252.95,-0.81324
253.94,-0.7918
254.92,-0.76883
255.91,-0.74431
256.89,-0.71825
257.87,-0.69067
258.86,-0.66162
259.84,-0.63116
260.83,-0.59938
261.81,-0.56639
262.8,-0.53235
263.78,-0.49743
264.76,-0.46182
265.75,-0.42576
266.73,-0.38951
267.72,-0.35337
268.7,-0.31764
269.69,-0.28266
270.67,-0.24878
271.65,-0.21637
272.64,-0.18583
273.62,-0.15752
274.61,-0.13186
275.59,-0.10921
276.57,-0.089948
277.56,-0.074441
278.54,-0.063022
279.53,-0.055999
280.51,-0.053648
281.5,-0.056205
282.48,-0.063861
283.46,-0.076762
284.45,-0.094999
285.43,-0.11861
286.42,-0.14757
287.4,-0.18179
288.39,-0.22114
289.37,-0.26542
290.35,-0.31435
291.34,-0.36762
292.32,-0.42486
293.31,-0.48563
294.29,-0.54947
295.28,-0.61586
296.26,-0.68426
297.24,-0.75408
298.23,-0.82473
299.21,-0.8956
300.2,-0.96608
301.18,-1.0356
302.17,-1.1034
303.15,-1.1691
304.13,-1.2321
305.12,-1.2917
306.1,-1.3477
307.09,-1.3995
308.07,-1.4468
309.06,-1.4892
310.04,-1.5265
311.02,-1.5586
312.01,-1.5852
312.99,-1.6064
313.98,-1.6221
314.96,-1.6324
315.95,-1.6375
316.93,-1.6375
317.91,-1.6328
318.9,-1.6236
319.88,-1.6102
320.87,-1.593
321.85,-1.5724
322.83,-1.5489
323.82,-1.5228
324.8,-1.4945
325.79,-1.4646
326.77,-1.4334
327.76,-1.4012
328.74,-1.3685
329.72,-1.3355
330.71,-1.3025
331.69,-1.2697
332.68,-1.2374
333.66,-1.2056
334.65,-1.1744
335.63,-1.1438
336.61,-1.1138
337.6,-1.0842
338.58,-1.055
339.57,-1.0258
340.55,-0.99665
341.54,-0.96709
342.52,-0.9369
343.5,-0.90575
344.49,-0.87334
345.47,-0.83934
346.46,-0.80345
347.44,-0.76537
348.43,-0.72482
349.41,-0.68157
350.39,-0.63541
351.38,-0.58619
352.36,-0.53382
353.35,-0.47824
354.33,-0.41948
355.32,-0.35762
356.3,-0.2928
357.28,-0.22525
358.27,-0.15525
359.25,-0.083142
360.24,-0.0093327
361.22,0.065717
362.2,0.1415
363.19,0.21745
364.17,0.293
365.16,0.36753
366.14,0.44042
367.13,0.51103
368.11,0.57873
369.09,0.64291
370.08,0.70299
371.06,0.75842
372.05,0.80868
373.03,0.85332
374.02,0.89197
375,0.92429
375.98,0.95005
376.97,0.96908
377.95,0.9813
378.94,0.98673
379.92,0.98546
380.91,0.97768
381.89,0.96364
382.87,0.94371
383.86,0.9183
384.84,0.88791
385.83,0.85309
386.81,0.81445
387.8,0.77265
388.78,0.72836
389.76,0.68229
390.75,0.63515
391.73,0.58766
392.72,0.54052
393.7,0.4944
394.69,0.44994
395.67,0.40773
396.65,0.3683
397.64,0.33212
398.62,0.29959
399.61,0.27101
400.59,0.24662
401.58,0.22656
402.56,0.21086
403.54,0.19948
404.53,0.19229
405.51,0.18906
406.5,0.18947
407.48,0.19313
408.46,0.19957
409.45,0.20826
410.43,0.2186
411.42,0.22995
412.4,0.24163
413.39,0.25296
414.37,0.2632
415.35,0.27165
416.34,0.27759
417.32,0.28035
418.31,0.27926
419.29,0.27374
420.28,0.26322
421.26,0.24723
422.24,0.22534
423.23,0.19723
424.21,0.16265
425.2,0.12144
426.18,0.073554
427.17,0.019018
428.15,-0.042033
429.13,-0.10937
430.12,-0.18267
431.1,-0.26153
432.09,-0.34545
433.07,-0.43385
434.06,-0.5261
435.04,-0.62148
436.02,-0.71925
437.01,-0.81859
437.99,-0.91869
438.98,-1.0187
439.96,-1.1177
440.95,-1.2149
441.93,-1.3094
442.91,-1.4005
443.9,-1.4872
444.88,-1.5689
445.87,-1.6448
446.85,-1.7144
447.83,-1.777
448.82,-1.8322
449.8,-1.8795
450.79,-1.9187
451.77,-1.9494
452.76,-1.9715
453.74,-1.985
454.72,-1.9899
455.71,-1.9862
456.69,-1.9743
457.68,-1.9543
458.66,-1.9265
459.65,-1.8915
460.63,-1.8497
461.61,-1.8017
462.6,-1.748
463.58,-1.6892
464.57,-1.6261
465.55,-1.5593
466.54,-1.4895
467.52,-1.4174
468.5,-1.3438
469.49,-1.2694
470.47,-1.1948
471.46,-1.1207
472.44,-1.0478
473.43,-0.97661
474.41,-0.90773
475.39,-0.84166
476.38,-0.77886
477.36,-0.71975
478.35,-0.66465
479.33,-0.61388
480.32,-0.56765
481.3,-0.52613
482.28,-0.48944
483.27,-0.45762
484.25,-0.43067
485.24,-0.40854
486.22,-0.3911
487.2,-0.37819
488.19,-0.36962
489.17,-0.36514
490.16,-0.36446
491.14,-0.36728
492.13,-0.37326
493.11,-0.38204
494.09,-0.39325
495.08,-0.4065
496.06,-0.4214
497.05,-0.43756
498.03,-0.45459
499.02,-0.47211
500,-0.48975
500.98,-0.50715
501.97,-0.52399
502.95,-0.53993
503.94,-0.55469
504.92,-0.56801
505.91,-0.57963
506.89,-0.58937
507.87,-0.59702
508.86,-0.60243
509.84,-0.60549
510.83,-0.60609
511.81,-0.60416
512.8,-0.59967
513.78,-0.59259
514.76,-0.58292
515.75,-0.57071
516.73,-0.55598
517.72,-0.5388
518.7,-0.51925
519.69,-0.49742
520.67,-0.4734
521.65,-0.44731
522.64,-0.41926
523.62,-0.38936
524.61,-0.35775
525.59,-0.32453
526.58,-0.28984
527.56,-0.25379
528.54,-0.2165
529.53,-0.1781
530.51,-0.13868
531.5,-0.098375
532.48,-0.057281
533.46,-0.015509
534.45,0.026837
535.43,0.069651
536.42,0.11283
537.4,0.15626
538.39,0.19984
539.37,0.24346
540.35,0.28699
541.34,0.33031
542.32,0.37329
543.31,0.41581
544.29,0.4577
545.28,0.49882
546.26,0.53901
547.24,0.57809
548.23,0.61589
549.21,0.65222
550.2,0.6869
551.18,0.71972
552.17,0.75049
553.15,0.77901
554.13,0.80508
555.12,0.8285
556.1,0.84909
557.09,0.86665
558.07,0.88103
559.06,0.89206
560.04,0.89961
561.02,0.90356
562.01,0.9038
562.99,0.90026
563.98,0.8929
564.96,0.8817
565.95,0.86667
566.93,0.84786
567.91,0.82532
568.9,0.79919
569.88,0.76958
570.87,0.73668
571.85,0.70068
572.83,0.66181
573.82,0.62033
574.8,0.57651
575.79,0.53066
576.77,0.4831
577.76,0.43415
578.74,0.38415
579.72,0.33347
580.71,0.28243
581.69,0.23141
582.68,0.18072
583.66,0.13071
584.65,0.081689
585.63,0.033951
586.61,-0.012227
587.6,-0.056599
588.58,-0.098943
589.57,-0.13907
590.55,-0.17682
591.54,-0.21207
592.52,-0.24473
593.5,-0.27475
594.49,-0.3021
595.47,-0.32678
596.46,-0.34886
597.44,-0.36838
598.43,-0.38546
599.41,-0.40021
600.39,-0.41277
601.38,-0.42332
602.36,-0.432
603.35,-0.43903
604.33,-0.44457
605.32,-0.44883
606.3,-0.45199
607.28,-0.45424
608.27,-0.45575
609.25,-0.45671
610.24,-0.45725
611.22,-0.45752
612.21,-0.45764
613.19,-0.45771
614.17,-0.45783
615.16,-0.45804
616.14,-0.45841
617.13,-0.45895
618.11,-0.45969
619.09,-0.46062
620.08,-0.46172
621.06,-0.46297
622.05,-0.46433
623.03,-0.46576
624.02,-0.46722
625,-0.46867
625.98,-0.47006
626.97,-0.47136
627.95,-0.47253
628.94,-0.47356
629.92,-0.47443
630.91,-0.47514
631.89,-0.47571
632.87,-0.47616
633.86,-0.47653
634.84,-0.47686
635.83,-0.47721
636.81,-0.47766
637.8,-0.47828
638.78,-0.47913
639.76,-0.48031
640.75,-0.4819
641.73,-0.48395
642.72,-0.48654
643.7,-0.48972
644.69,-0.49353
645.67,-0.49799
646.65,-0.50309
647.64,-0.50882
648.62,-0.51511
649.61,-0.52191
650.59,-0.5291
651.58,-0.53655
652.56,-0.5441
653.54,-0.55156
654.53,-0.55874
655.51,-0.56538
656.5,-0.57123
657.48,-0.57603
658.46,-0.57949
659.45,-0.58133
660.43,-0.58125
661.42,-0.57897
662.4,-0.5742
663.39,-0.56668
664.37,-0.55617
665.35,-0.54245
666.34,-0.52534
667.32,-0.50469
668.31,-0.4804
669.29,-0.4524
670.28,-0.42068
671.26,-0.38529
672.24,-0.34632
673.23,-0.30392
674.21,-0.25829
675.2,-0.20968
676.18,-0.15842
677.17,-0.10484
678.15,-0.049359
679.13,0.0075974
680.12,0.065553
681.1,0.12401
682.09,0.18245
683.07,0.24034
684.06,0.29715
685.04,0.35234
686.02,0.4054
687.01,0.45583
687.99,0.50315
688.98,0.54693
689.96,0.58679
690.95,0.62236
691.93,0.65338
692.91,0.6796
693.9,0.70086
694.88,0.71707
695.87,0.72819
696.85,0.73426
697.84,0.73539
698.82,0.73173
699.8,0.72353
700.79,0.71107
701.77,0.6947
702.76,0.6748
703.74,0.65182
704.72,0.62619
705.71,0.59843
706.69,0.56902
707.68,0.53848
